type,geometry,properties
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,33.00000 ] }","{ ""name"": ""33N180E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.04070,14.53070 ] }","{ ""name"": ""34""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.22540,30.43200 ] }","{ ""name"": ""340""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -15.00000,34.00000 ] }","{ ""name"": ""3400N01500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,34.00000 ] }","{ ""name"": ""3400N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 75.00000,34.00000 ] }","{ ""name"": ""3400N07500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 80.00000,34.00000 ] }","{ ""name"": ""3400N08000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 90.00000,34.00000 ] }","{ ""name"": ""3400N09000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 95.00000,34.00000 ] }","{ ""name"": ""3400N09500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 110.00000,34.00000 ] }","{ ""name"": ""3400N11000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,34.00000 ] }","{ ""name"": ""3400N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,34.00000 ] }","{ ""name"": ""3400N14000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,34.00000 ] }","{ ""name"": ""3400N16000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-34.00000 ] }","{ ""name"": ""3400S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -145.00000,-34.00000 ] }","{ ""name"": ""3400S14500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.28950,30.47740 ] }","{ ""name"": ""341""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.40000,34.16000 ] }","{ ""name"": ""3416N13840E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.35580,30.52430 ] }","{ ""name"": ""342""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.42000,30.56960 ] }","{ ""name"": ""343""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.52760,30.64550 ] }","{ ""name"": ""344""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.63800,30.72290 ] }","{ ""name"": ""345""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.53000,34.56000 ] }","{ ""name"": ""3456N13953E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.83690,30.86210 ] }","{ ""name"": ""346""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.91140,30.91410 ] }","{ ""name"": ""347""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 134.06060,31.01780 ] }","{ ""name"": ""348""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 134.19010,31.10760 ] }","{ ""name"": ""349""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.00000,34.00000 ] }","{ ""name"": ""34N150E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,34.00000 ] }","{ ""name"": ""34N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,34.00000 ] }","{ ""name"": ""34N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.16530,14.57490 ] }","{ ""name"": ""35""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 134.69000,31.45110 ] }","{ ""name"": ""350""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -15.00000,35.00000 ] }","{ ""name"": ""3500N01500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,35.00000 ] }","{ ""name"": ""3500N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 70.00000,35.00000 ] }","{ ""name"": ""3500N07000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 80.00000,35.00000 ] }","{ ""name"": ""3500N08000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 85.00000,35.00000 ] }","{ ""name"": ""3500N08500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 95.00000,35.00000 ] }","{ ""name"": ""3500N09500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 100.00000,35.00000 ] }","{ ""name"": ""3500N10000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 110.00000,35.00000 ] }","{ ""name"": ""3500N11000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 120.00000,35.00000 ] }","{ ""name"": ""3500N12000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -120.00000,35.00000 ] }","{ ""name"": ""3500N12000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,35.00000 ] }","{ ""name"": ""3500N13000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.00000,35.00000 ] }","{ ""name"": ""3500N14500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.00000,35.00000 ] }","{ ""name"": ""3500N15000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 155.00000,35.00000 ] }","{ ""name"": ""3500N15500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,35.00000 ] }","{ ""name"": ""3500N17000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -100.00000,-35.00000 ] }","{ ""name"": ""3500S10000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-35.00000 ] }","{ ""name"": ""3500S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 134.92480,31.61360 ] }","{ ""name"": ""351""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.31640,31.91040 ] }","{ ""name"": ""352""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.48770,32.03930 ] }","{ ""name"": ""353""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.55680,32.09130 ] }","{ ""name"": ""354""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.62270,32.14050 ] }","{ ""name"": ""355""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 129.42000,35.56000 ] }","{ ""name"": ""3556N12942E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.68480,32.18700 ] }","{ ""name"": ""356""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.76980,32.25050 ] }","{ ""name"": ""357""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.85280,32.31220 ] }","{ ""name"": ""358""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.92650,32.36680 ] }","{ ""name"": ""359""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,35.00000 ] }","{ ""name"": ""35N130W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.00000,35.00000 ] }","{ ""name"": ""35N150E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,35.00000 ] }","{ ""name"": ""35N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,35.00000 ] }","{ ""name"": ""35N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.22580,14.59630 ] }","{ ""name"": ""36""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.99100,32.41470 ] }","{ ""name"": ""360""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 15.00000,36.00000 ] }","{ ""name"": ""3600N01500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -15.00000,36.00000 ] }","{ ""name"": ""3600N01500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 40.00000,36.00000 ] }","{ ""name"": ""3600N04000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,36.00000 ] }","{ ""name"": ""3600N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 80.00000,36.00000 ] }","{ ""name"": ""3600N08000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 85.00000,36.00000 ] }","{ ""name"": ""3600N08500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 90.00000,36.00000 ] }","{ ""name"": ""3600N09000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 100.00000,36.00000 ] }","{ ""name"": ""3600N10000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 105.00000,36.00000 ] }","{ ""name"": ""3600N10500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 120.00000,36.00000 ] }","{ ""name"": ""3600N12000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,36.00000 ] }","{ ""name"": ""3600N12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,36.00000 ] }","{ ""name"": ""3600N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.00000,36.00000 ] }","{ ""name"": ""3600N14000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,36.00000 ] }","{ ""name"": ""3600N14000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.00000,36.00000 ] }","{ ""name"": ""3600N15000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -95.00000,-36.00000 ] }","{ ""name"": ""3600S09500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-36.00000 ] }","{ ""name"": ""3600S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.05760,32.46410 ] }","{ ""name"": ""361""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.12370,32.51290 ] }","{ ""name"": ""362""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 128.51000,36.20000 ] }","{ ""name"": ""3620N12851E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.18940,32.56140 ] }","{ ""name"": ""363""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 128.19000,36.39000 ] }","{ ""name"": ""3639N12819E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.25450,32.60920 ] }","{ ""name"": ""364""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.32100,32.65820 ] }","{ ""name"": ""365""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 127.57000,36.51000 ] }","{ ""name"": ""3651N12757E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.38690,32.70660 ] }","{ ""name"": ""366""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.44920,32.75220 ] }","{ ""name"": ""367""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.56560,32.83710 ] }","{ ""name"": ""368""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.70290,32.93700 ] }","{ ""name"": ""369""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,36.00000 ] }","{ ""name"": ""36N130W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,36.00000 ] }","{ ""name"": ""36N140W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.00000,36.00000 ] }","{ ""name"": ""36N150E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,36.00000 ] }","{ ""name"": ""36N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,36.00000 ] }","{ ""name"": ""36N160W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,36.00000 ] }","{ ""name"": ""36N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,36.00000 ] }","{ ""name"": ""36N170W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,36.00000 ] }","{ ""name"": ""36N180E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.29360,14.62010 ] }","{ ""name"": ""37""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.85370,33.04640 ] }","{ ""name"": ""370""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -15.00000,37.00000 ] }","{ ""name"": ""3700N01500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,37.00000 ] }","{ ""name"": ""3700N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 80.00000,37.00000 ] }","{ ""name"": ""3700N08000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 85.00000,37.00000 ] }","{ ""name"": ""3700N08500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 90.00000,37.00000 ] }","{ ""name"": ""3700N09000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 95.00000,37.00000 ] }","{ ""name"": ""3700N09500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 110.00000,37.00000 ] }","{ ""name"": ""3700N11000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 115.00000,37.00000 ] }","{ ""name"": ""3700N11500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 120.00000,37.00000 ] }","{ ""name"": ""3700N12000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -120.00000,37.00000 ] }","{ ""name"": ""3700N12000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,37.00000 ] }","{ ""name"": ""3700N12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.00000,37.00000 ] }","{ ""name"": ""3700N12500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 130.00000,37.00000 ] }","{ ""name"": ""3700N13000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,37.00000 ] }","{ ""name"": ""3700N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.00000,37.00000 ] }","{ ""name"": ""3700N14000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -145.00000,37.00000 ] }","{ ""name"": ""3700N14500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,37.00000 ] }","{ ""name"": ""3700N15000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,37.00000 ] }","{ ""name"": ""3700N16000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,37.00000 ] }","{ ""name"": ""3700N17000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,37.00000 ] }","{ ""name"": ""3700N18000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -90.00000,-37.00000 ] }","{ ""name"": ""3700S09000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-37.00000 ] }","{ ""name"": ""3700S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,-37.00000 ] }","{ ""name"": ""3700S14000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 127.38000,37.01000 ] }","{ ""name"": ""3701N12738E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.91550,33.09110 ] }","{ ""name"": ""371""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.98860,33.14380 ] }","{ ""name"": ""372""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.07120,33.20330 ] }","{ ""name"": ""373""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.11470,33.23460 ] }","{ ""name"": ""374""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.20880,33.30200 ] }","{ ""name"": ""375""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.36230,33.41180 ] }","{ ""name"": ""376""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.40580,33.44500 ] }","{ ""name"": ""377""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.44360,33.48540 ] }","{ ""name"": ""378""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.47180,33.53200 ] }","{ ""name"": ""379""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,37.00000 ] }","{ ""name"": ""37N130W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,37.00000 ] }","{ ""name"": ""37N140W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,37.00000 ] }","{ ""name"": ""37N150W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,37.00000 ] }","{ ""name"": ""37N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,37.00000 ] }","{ ""name"": ""37N160W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,37.00000 ] }","{ ""name"": ""37N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,37.00000 ] }","{ ""name"": ""37N170W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,37.00000 ] }","{ ""name"": ""37N180E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.35360,14.64120 ] }","{ ""name"": ""38""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.50150,33.60060 ] }","{ ""name"": ""380""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -15.00000,38.00000 ] }","{ ""name"": ""3800N01500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 45.00000,38.00000 ] }","{ ""name"": ""3800N04500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,38.00000 ] }","{ ""name"": ""3800N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 80.00000,38.00000 ] }","{ ""name"": ""3800N08000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 85.00000,38.00000 ] }","{ ""name"": ""3800N08500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 90.00000,38.00000 ] }","{ ""name"": ""3800N09000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 95.00000,38.00000 ] }","{ ""name"": ""3800N09500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 100.00000,38.00000 ] }","{ ""name"": ""3800N10000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 105.00000,38.00000 ] }","{ ""name"": ""3800N10500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 130.00000,38.00000 ] }","{ ""name"": ""3800N13000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,38.00000 ] }","{ ""name"": ""3800N13000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,38.00000 ] }","{ ""name"": ""3800N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.00000,38.00000 ] }","{ ""name"": ""3800N14000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.00000,38.00000 ] }","{ ""name"": ""3800N14500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -85.00000,-38.00000 ] }","{ ""name"": ""3800S08500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-38.00000 ] }","{ ""name"": ""3800S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.57760,33.78080 ] }","{ ""name"": ""381""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.63160,33.91050 ] }","{ ""name"": ""382""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.68420,34.04110 ] }","{ ""name"": ""383""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.74210,34.18420 ] }","{ ""name"": ""384""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.79450,34.31340 ] }","{ ""name"": ""385""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.81970,34.36570 ] }","{ ""name"": ""386""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.84550,34.39950 ] }","{ ""name"": ""387""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.89560,34.44210 ] }","{ ""name"": ""388""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.93580,34.46420 ] }","{ ""name"": ""389""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,38.00000 ] }","{ ""name"": ""38N130W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,38.00000 ] }","{ ""name"": ""38N140W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.00000,38.00000 ] }","{ ""name"": ""38N150E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,38.00000 ] }","{ ""name"": ""38N150W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,38.00000 ] }","{ ""name"": ""38N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,38.00000 ] }","{ ""name"": ""38N160W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,38.00000 ] }","{ ""name"": ""38N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,38.00000 ] }","{ ""name"": ""38N170W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,38.00000 ] }","{ ""name"": ""38N180E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.41420,14.66270 ] }","{ ""name"": ""39""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.98210,34.48150 ] }","{ ""name"": ""390""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -15.00000,39.00000 ] }","{ ""name"": ""3900N01500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,39.00000 ] }","{ ""name"": ""3900N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 85.00000,39.00000 ] }","{ ""name"": ""3900N08500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 90.00000,39.00000 ] }","{ ""name"": ""3900N09000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 95.00000,39.00000 ] }","{ ""name"": ""3900N09500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -120.00000,39.00000 ] }","{ ""name"": ""3900N12000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,39.00000 ] }","{ ""name"": ""3900N12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.00000,39.00000 ] }","{ ""name"": ""3900N12500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,39.00000 ] }","{ ""name"": ""3900N13000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,39.00000 ] }","{ ""name"": ""3900N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.00000,39.00000 ] }","{ ""name"": ""3900N14000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,39.00000 ] }","{ ""name"": ""3900N14000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.00000,39.00000 ] }","{ ""name"": ""3900N14500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,39.00000 ] }","{ ""name"": ""3900N15000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,39.00000 ] }","{ ""name"": ""3900N16000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,39.00000 ] }","{ ""name"": ""3900N16000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -80.00000,-39.00000 ] }","{ ""name"": ""3900S08000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-39.00000 ] }","{ ""name"": ""3900S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -135.00000,-39.00000 ] }","{ ""name"": ""3900S13500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.04030,34.49310 ] }","{ ""name"": ""391""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.10250,34.49460 ] }","{ ""name"": ""392""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.16240,34.48510 ] }","{ ""name"": ""393""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.24670,34.46220 ] }","{ ""name"": ""394""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.35270,34.43350 ] }","{ ""name"": ""395""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.43430,34.42080 ] }","{ ""name"": ""396""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.52120,34.40980 ] }","{ ""name"": ""397""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.57670,34.40800 ] }","{ ""name"": ""398""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.73670,34.40620 ] }","{ ""name"": ""399""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,39.00000 ] }","{ ""name"": ""39N130W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,39.00000 ] }","{ ""name"": ""39N140W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,39.00000 ] }","{ ""name"": ""39N150W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,39.00000 ] }","{ ""name"": ""39N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,39.00000 ] }","{ ""name"": ""39N160W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,39.00000 ] }","{ ""name"": ""39N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,39.00000 ] }","{ ""name"": ""39N170W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,39.00000 ] }","{ ""name"": ""39N180E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 100.77100,13.53700 ] }","{ ""name"": ""4""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.47440,14.68390 ] }","{ ""name"": ""40""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.89290,34.40350 ] }","{ ""name"": ""400""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 0.00000,40.00000 ] }","{ ""name"": ""4000N""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -15.00000,40.00000 ] }","{ ""name"": ""4000N01500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 50.00000,40.00000 ] }","{ ""name"": ""4000N05000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,40.00000 ] }","{ ""name"": ""4000N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 90.00000,40.00000 ] }","{ ""name"": ""4000N09000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 95.00000,40.00000 ] }","{ ""name"": ""4000N09500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 100.00000,40.00000 ] }","{ ""name"": ""4000N10000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 105.00000,40.00000 ] }","{ ""name"": ""4000N10500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 110.00000,40.00000 ] }","{ ""name"": ""4000N11000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 115.00000,40.00000 ] }","{ ""name"": ""4000N11500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 120.00000,40.00000 ] }","{ ""name"": ""4000N12000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,40.00000 ] }","{ ""name"": ""4000N12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.00000,40.00000 ] }","{ ""name"": ""4000N12500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 130.00000,40.00000 ] }","{ ""name"": ""4000N13000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,40.00000 ] }","{ ""name"": ""4000N13000W""}"
