type,geometry,properties
Feature,"{ ""type"": ""Point"",""coordinates"": [ -81.32810,28.49293 ] }","{ ""name"": ""ORL30""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 60.00000,11.28500 ] }","{ ""name"": ""ORLID""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 58.76833,-2.97667 ] }","{ ""name"": ""ORLOM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 25.76209,60.83350 ] }","{ ""name"": ""ORM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -100.96383,48.24350 ] }","{ ""name"": ""ORMIE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 31.96667,-25.91667 ] }","{ ""name"": ""ORNAD""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -133.39750,50.00000 ] }","{ ""name"": ""ORNAI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -10.20889,39.00000 ] }","{ ""name"": ""ORSOS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -141.91275,62.94717 ] }","{ ""name"": ""ORT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -2.00500,49.99917 ] }","{ ""name"": ""ORTAC""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 11.07980,51.48679 ] }","{ ""name"": ""ORTAG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 54.05000,67.91667 ] }","{ ""name"": ""ORTIB""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 20.48333,44.49189 ] }","{ ""name"": ""ORVAN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -167.54078,59.51367 ] }","{ ""name"": ""ORVIL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -168.97333,79.00000 ] }","{ ""name"": ""ORVIT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 29.11667,59.00000 ] }","{ ""name"": ""OS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 98.87195,18.32472 ] }","{ ""name"": ""OSADI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -84.68333,-3.40000 ] }","{ ""name"": ""OSAKI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 117.29333,7.69000 ] }","{ ""name"": ""OSANU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 157.15167,63.87167 ] }","{ ""name"": ""OSBAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -161.87275,60.79131 ] }","{ ""name"": ""OSE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -89.87083,1.41667 ] }","{ ""name"": ""OSELO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 129.62969,32.84362 ] }","{ ""name"": ""OSETO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 56.62806,62.17028 ] }","{ ""name"": ""OSGOR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 72.74333,40.63667 ] }","{ ""name"": ""OSH""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 110.54000,22.85333 ] }","{ ""name"": ""OSIKA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 45.74750,64.90028 ] }","{ ""name"": ""OSKEP""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -156.45618,58.78712 ] }","{ ""name"": ""OSKOE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.54444,65.23861 ] }","{ ""name"": ""OSKON""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 127.02975,37.09190 ] }","{ ""name"": ""OSN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 126.74637,37.23315 ] }","{ ""name"": ""OSN16""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 28.95667,62.37250 ] }","{ ""name"": ""OSNIL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 84.01167,42.21833 ] }","{ ""name"": ""OSNOT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 70.02000,50.80500 ] }","{ ""name"": ""OSROL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 12.23750,41.80381 ] }","{ ""name"": ""OST""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 12.41040,41.77140 ] }","{ ""name"": ""OST80""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 123.00000,26.33167 ] }","{ ""name"": ""OSTAR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -105.00000,-28.50000 ] }","{ ""name"": ""OSTRA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 107.09167,52.03500 ] }","{ ""name"": ""OSTUN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 110.41167,-1.29167 ] }","{ ""name"": ""OSUKA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 167.69064,-28.13144 ] }","{ ""name"": ""OSVAR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 83.32300,22.18403 ] }","{ ""name"": ""OTABA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -43.92150,-21.36667 ] }","{ ""name"": ""OTAGA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.34090,35.02800 ] }","{ ""name"": ""OTAKI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 51.56500,25.26106 ] }","{ ""name"": ""OTBD""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 60.19833,41.47167 ] }","{ ""name"": ""OTBOR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -88.49306,22.68417 ] }","{ ""name"": ""OTELO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 26.34611,58.05833 ] }","{ ""name"": ""OTEPA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -83.27972,30.78044 ] }","{ ""name"": ""OTK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 59.48222,49.62417 ] }","{ ""name"": ""OTKAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 60.00100,-2.43586 ] }","{ ""name"": ""OTKIR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 27.01361,62.78194 ] }","{ ""name"": ""OTLAT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 153.97861,49.80306 ] }","{ ""name"": ""OTLER""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 154.23861,57.19861 ] }","{ ""name"": ""OTLIM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 104.33500,3.13111 ] }","{ ""name"": ""OTLON""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.51444,47.27861 ] }","{ ""name"": ""OTMIR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,62.65417 ] }","{ ""name"": ""OTNOT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -98.63694,23.29333 ] }","{ ""name"": ""OTOBA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -73.85161,42.94961 ] }","{ ""name"": ""OTOLE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.88133,33.24853 ] }","{ ""name"": ""OTOWA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 24.93889,35.15444 ] }","{ ""name"": ""OTREX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -110.83333,58.73833 ] }","{ ""name"": ""OTRIK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 61.15699,36.51902 ] }","{ ""name"": ""OTRUZ""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -159.30167,-10.00000 ] }","{ ""name"": ""OTURI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -162.53994,66.88569 ] }","{ ""name"": ""OTZ""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 151.13361,-33.70167 ] }","{ ""name"": ""OVILS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 73.65000,55.60000 ] }","{ ""name"": ""OVRUS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 71.22972,-4.03167 ] }","{ ""name"": ""OVTOP""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.40366,34.80548 ] }","{ ""name"": ""OW""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -72.83053,39.82336 ] }","{ ""name"": ""OWENZ""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -95.54244,36.06783 ] }","{ ""name"": ""OWETA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 28.73222,22.58083 ] }","{ ""name"": ""OWT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 119.16583,-25.03833 ] }","{ ""name"": ""OXBLU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 14.32611,62.04542 ] }","{ ""name"": ""OY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 45.02879,12.82954 ] }","{ ""name"": ""OYAA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 39.09444,37.24167 ] }","{ ""name"": ""OZBEY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -101.48286,30.79453 ] }","{ ""name"": ""OZMOS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -82.58383,35.56184 ] }","{ ""name"": ""OZONE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -102.27808,48.27264 ] }","{ ""name"": ""OZRAJ""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 69.99978,4.83533 ] }","{ ""name"": ""P1""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -174.20635,52.22035 ] }","{ ""name"": ""PAAK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -61.58139,-34.98833 ] }","{ ""name"": ""PABAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 143.99636,37.00321 ] }","{ ""name"": ""PABBA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -101.19842,48.05208 ] }","{ ""name"": ""PABIC""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 8.35194,48.78861 ] }","{ ""name"": ""PABLA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 11.66750,53.40528 ] }","{ ""name"": ""PABMI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 26.49611,60.70639 ] }","{ ""name"": ""PABRU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -162.72304,55.20381 ] }","{ ""name"": ""PACD""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -117.74803,33.28589 ] }","{ ""name"": ""PACIF""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 124.30306,10.59311 ] }","{ ""name"": ""PACIN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 47.96744,39.57853 ] }","{ ""name"": ""PAD""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 98.29167,10.00000 ] }","{ ""name"": ""PADET""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -52.97433,-4.67033 ] }","{ ""name"": ""PADIL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -176.64574,51.87798 ] }","{ ""name"": ""PADK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 78.00000,4.76833 ] }","{ ""name"": ""PADLA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 134.99722,33.48288 ] }","{ ""name"": ""PADOC""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 65.00000,-17.64417 ] }","{ ""name"": ""PADSO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -166.54506,53.89907 ] }","{ ""name"": ""PADU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 100.16621,18.13411 ] }","{ ""name"": ""PAE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -149.80488,61.25141 ] }","{ ""name"": ""PAED""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -72.41658,35.04200 ] }","{ ""name"": ""PAEPR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -147.85539,64.81391 ] }","{ ""name"": ""PAFA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.50000,38.00000 ] }","{ ""name"": ""PAINT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -134.57628,58.35496 ] }","{ ""name"": ""PAJN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.13472,46.77167 ] }","{ ""name"": ""PAKLI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -131.71374,55.35554 ] }","{ ""name"": ""PAKT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -65.23562,18.29171 ] }","{ ""name"": ""PALCO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 86.32028,20.05183 ] }","{ ""name"": ""PALKO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 5.09216,52.33476 ] }","{ ""name"": ""PAM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -65.27361,-31.39000 ] }","{ ""name"": ""PAMAK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -66.71194,-31.77750 ] }","{ ""name"": ""PAMAL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 119.06167,38.80333 ] }","{ ""name"": ""PAMDA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 74.21667,62.53333 ] }","{ ""name"": ""PAMIR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00833,61.16976 ] }","{ ""name"": ""PANC""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.29575,34.79217 ] }","{ ""name"": ""PANDA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -96.48495,40.63314 ] }","{ ""name"": ""PANNY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 141.32007,40.00390 ] }","{ ""name"": ""PANSY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 43.99778,60.52167 ] }","{ ""name"": ""PANUS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -165.44506,64.51223 ] }","{ ""name"": ""PAOM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.94961,35.37819 ] }","{ ""name"": ""PAPAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 46.32694,38.80139 ] }","{ ""name"": ""PAPOK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 107.18333,15.76667 ] }","{ ""name"": ""PAPRA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 110.14167,1.20000 ] }","{ ""name"": ""PAPSA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 171.09314,-35.56533 ] }","{ ""name"": ""PAPTI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 70.18306,32.36972 ] }","{ ""name"": ""PARAK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 122.26157,7.28924 ] }","{ ""name"": ""PARAL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -59.08433,-12.27167 ] }","{ ""name"": ""PARDO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 44.67167,58.31167 ] }","{ ""name"": ""PARIN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 130.00111,51.33361 ] }","{ ""name"": ""PARIS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -111.78654,40.77803 ] }","{ ""name"": ""PARLE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 65.90000,31.48333 ] }","{ ""name"": ""PAROD""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 128.83778,36.34472 ] }","{ ""name"": ""PAROT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 48.08000,39.63000 ] }","{ ""name"": ""PARSU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -64.65002,18.29481 ] }","{ ""name"": ""PASIC""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 56.84361,24.64472 ] }","{ ""name"": ""PASOV""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.67550,48.28525 ] }","{ ""name"": ""PASRO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -161.52500,-5.00000 ] }","{ ""name"": ""PASSA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 99.49867,13.99917 ] }","{ ""name"": ""PASTA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 29.93333,54.39333 ] }","{ ""name"": ""PASUD""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 174.11362,52.71222 ] }","{ ""name"": ""PASY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -61.34133,-2.52817 ] }","{ ""name"": ""PATIM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 49.48972,28.93500 ] }","{ ""name"": ""PATIR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 68.09667,30.28667 ] }","{ ""name"": ""PATLA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 68.42000,33.54833 ] }","{ ""name"": ""PATOX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 66.77833,42.99639 ] }","{ ""name"": ""PAVEL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 132.60667,37.97472 ] }","{ ""name"": ""PAVLA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 46.08861,33.34889 ] }","{ ""name"": ""PAXAT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -139.66125,59.50325 ] }","{ ""name"": ""PAYA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 144.53500,17.71167 ] }","{ ""name"": ""PAYEE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 29.99944,41.29889 ] }","{ ""name"": ""PAZAR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -98.37017,19.16092 ] }","{ ""name"": ""PBC""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -46.56567,-21.83583 ] }","{ ""name"": ""PCL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 118.62278,-20.37833 ] }","{ ""name"": ""PD""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -67.90377,3.85259 ] }","{ ""name"": ""PDA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -158.64756,56.95428 ] }","{ ""name"": ""PDN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -118.93869,45.69842 ] }","{ ""name"": ""PDT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -117.53000,33.91833 ] }","{ ""name"": ""PDZ""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -77.77301,25.42963 ] }","{ ""name"": ""PEACH""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -91.44048,30.67039 ] }","{ ""name"": ""PEBBY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -15.33778,34.53028 ] }","{ ""name"": ""PECKY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 94.91167,59.59667 ] }","{ ""name"": ""PEDAN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.35000,4.00000 ] }","{ ""name"": ""PEDNO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 59.87250,28.99139 ] }","{ ""name"": ""PEKES""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 75.88224,28.75002 ] }","{ ""name"": ""PEKIX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 156.30500,58.90500 ] }","{ ""name"": ""PEKOS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 109.61667,63.00167 ] }","{ ""name"": ""PEKUL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 154.66667,49.50000 ] }","{ ""name"": ""PEKUT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -7.39667,32.89417 ] }","{ ""name"": ""PELIN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 15.68781,59.20042 ] }","{ ""name"": ""PELIT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -63.62139,14.15139 ] }","{ ""name"": ""PELMA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.32111,45.21694 ] }","{ ""name"": ""PELON""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 31.78000,68.61667 ] }","{ ""name"": ""PELOR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 13.46805,57.07139 ] }","{ ""name"": ""PELOX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -82.45000,14.25000 ] }","{ ""name"": ""PELRA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 16.47792,58.27883 ] }","{ ""name"": ""PELUP""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 69.19389,55.56361 ] }","{ ""name"": ""PEMAG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 105.10028,52.27611 ] }","{ ""name"": ""PEMAL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 45.64222,40.39111 ] }","{ ""name"": ""PEMAN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 169.71667,64.33333 ] }","{ ""name"": ""PEMAT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -178.62722,68.86833 ] }","{ ""name"": ""PEMID""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 28.52333,54.51833 ] }","{ ""name"": ""PENAL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -83.25169,33.74611 ] }","{ ""name"": ""PENFI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -70.31833,15.08361 ] }","{ ""name"": ""PENKO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 130.15644,-1.81017 ] }","{ ""name"": ""PENNY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.15000,42.51667 ] }","{ ""name"": ""PENOK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -106.85639,26.39444 ] }","{ ""name"": ""PENRA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 17.04428,58.79608 ] }","{ ""name"": ""PEO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.87292,39.83271 ] }","{ ""name"": ""PEONY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -3.86722,45.08417 ] }","{ ""name"": ""PEPET""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -147.86771,60.71118 ] }","{ ""name"": ""PEPPI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 132.88778,43.39194 ] }","{ ""name"": ""PERAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -162.11117,67.02124 ] }","{ ""name"": ""PERCI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -62.19167,11.80139 ] }","{ ""name"": ""PERGA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.26444,49.34028 ] }","{ ""name"": ""PERID""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 13.13778,54.45972 ] }","{ ""name"": ""PEROM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 2.84000,49.91250 ] }","{ ""name"": ""PERON""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 12.19944,50.34472 ] }","{ ""name"": ""PEROX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 13.96283,55.77678 ] }","{ ""name"": ""PERRY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 46.48389,66.81361 ] }","{ ""name"": ""PERUD""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 14.18444,42.43611 ] }","{ ""name"": ""PES""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 3.38722,46.19917 ] }","{ ""name"": ""PESAN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 17.16306,37.50000 ] }","{ ""name"": ""PESAR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 31.77094,43.92746 ] }","{ ""name"": ""PESED""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 14.32583,53.50778 ] }","{ ""name"": ""PESEL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 38.01278,57.41000 ] }","{ ""name"": ""PESOL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 31.92002,47.05807 ] }","{ ""name"": ""PESON""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 102.49333,71.97917 ] }","{ ""name"": ""PETAG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 58.10000,63.93333 ] }","{ ""name"": ""PETIN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -106.05167,56.09333 ] }","{ ""name"": ""PETMA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 71.52667,53.90556 ] }","{ ""name"": ""PETOR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 23.14194,59.51111 ] }","{ ""name"": ""PETOT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -132.68667,51.00500 ] }","{ ""name"": ""PETPA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 21.55972,59.62778 ] }","{ ""name"": ""PEVEN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -109.61667,58.39167 ] }","{ ""name"": ""PEVRA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -88.20294,46.96300 ] }","{ ""name"": ""PEVXI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 144.54408,37.48919 ] }","{ ""name"": ""PEXEL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 157.95000,15.00000 ] }","{ ""name"": ""PEXOR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 100.00000,30.93167 ] }","{ ""name"": ""PEXUN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 64.13831,26.95618 ] }","{ ""name"": ""PG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 2.77681,49.26478 ] }","{ ""name"": ""PG523""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -113.54447,35.62471 ] }","{ ""name"": ""PGS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.72936,15.11900 ] }","{ ""name"": ""PGSN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 144.93003,13.58395 ] }","{ ""name"": ""PGUA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 144.79717,13.48387 ] }","{ ""name"": ""PGUM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 156.65667,17.01833 ] }","{ ""name"": ""PHILY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -156.04576,19.73934 ] }","{ ""name"": ""PHKO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -157.76792,21.45044 ] }","{ ""name"": ""PHNG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -157.92128,21.31938 ] }","{ ""name"": ""PHNL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -156.43046,20.89897 ] }","{ ""name"": ""PHOG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 108.07028,10.92778 ] }","{ ""name"": ""PHT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -155.05039,19.71985 ] }","{ ""name"": ""PHTO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -118.66053,45.49083 ] }","{ ""name"": ""PIANO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -82.68431,27.90776 ] }","{ ""name"": ""PIE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -71.71556,17.55333 ] }","{ ""name"": ""PIGBI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -112.65222,42.87039 ] }","{ ""name"": ""PIH""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 49.50000,42.88333 ] }","{ ""name"": ""PIKAN""}"
