pathID,coordinates
1060696,"[ 139.78855,35.54825 ]"
1060869,"[ -71.68740,-46.58334 ]"
1060869,"[ -73.60766,-47.00036 ]"
1060869,"[ -75.00000,-47.00000 ]"
1060869,"[ -80.00000,-48.00000 ]"
1060869,"[ -85.00000,-48.00000 ]"
1060869,"[ -90.00000,-48.00000 ]"
1060869,"[ -95.00000,-48.00000 ]"
1060869,"[ -100.00000,-48.00000 ]"
1060869,"[ -105.00000,-47.00000 ]"
1060869,"[ -110.00000,-46.00000 ]"
1060869,"[ -115.00000,-45.00000 ]"
1060869,"[ -120.00000,-44.00000 ]"
1060869,"[ -125.00000,-43.00000 ]"
1060869,"[ -130.00000,-41.00000 ]"
1060869,"[ -135.00000,-39.00000 ]"
1060869,"[ -140.00000,-37.00000 ]"
1060869,"[ -145.00000,-34.00000 ]"
1060869,"[ -150.00000,-31.00000 ]"
1060869,"[ -155.00000,-28.00000 ]"
1060869,"[ -155.00000,-27.00000 ]"
1060869,"[ -155.00000,-26.00000 ]"
1060869,"[ -155.00000,-25.00000 ]"
1060869,"[ -157.00000,-22.95167 ]"
1060869,"[ -159.81444,-21.20167 ]"
1060869,"[ -165.00000,-18.07311 ]"
1060869,"[ -169.29211,-15.29097 ]"
1060869,"[ -170.71944,-14.33222 ]"
1060869,"[ -170.88161,-12.46269 ]"
1060869,"[ -171.09167,-10.00000 ]"
1060869,"[ -172.93833,-9.46444 ]"
1060869,"[ -175.00000,-7.00000 ]"
1060869,"[ -175.00000,-6.00000 ]"
1060869,"[ -180.00000,-2.00000 ]"
1060869,"[ -180.00000,-1.00000 ]"
1060869,"[ -180.00000,-0.87806 ]"
1060869,"[ 175.00000,3.00000 ]"
1060869,"[ 172.50000,3.50000 ]"
1060869,"[ 171.28183,7.06883 ]"
1060869,"[ 170.46917,7.44806 ]"
1060869,"[ 167.72776,8.72088 ]"
1060869,"[ 165.00000,13.00000 ]"
1060869,"[ 165.00000,14.00000 ]"
1060869,"[ 165.00000,15.00000 ]"
1060869,"[ 165.00000,16.00000 ]"
1060869,"[ 165.00000,17.00000 ]"
1060869,"[ 160.00000,20.00000 ]"
1060869,"[ 155.00000,23.00000 ]"
1060869,"[ 151.38628,25.00461 ]"
1060869,"[ 147.62969,30.00406 ]"
1060869,"[ 145.99642,32.00381 ]"
1060869,"[ 143.24658,33.38692 ]"
1060869,"[ 142.16331,33.90350 ]"
1060869,"[ 141.44141,34.23817 ]"
1060869,"[ 140.29575,34.79217 ]"
1060869,"[ 139.78855,35.54825 ]"
1060901,"[ 121.80509,31.14343 ]"
1060901,"[ 123.50000,31.50000 ]"
1060901,"[ 124.00000,31.61000 ]"
1060901,"[ 124.99833,31.83333 ]"
1060901,"[ 126.05806,32.06500 ]"
1060901,"[ 126.65472,32.19500 ]"
1060901,"[ 127.03966,32.28002 ]"
1060901,"[ 128.83144,32.67077 ]"
1060901,"[ 131.70325,33.22034 ]"
1060901,"[ 134.02259,34.21250 ]"
1060901,"[ 134.50730,34.30956 ]"
1060901,"[ 134.87303,34.38135 ]"
1060901,"[ 135.44833,34.49195 ]"
1060901,"[ 136.18125,34.58781 ]"
1060901,"[ 136.93033,34.94699 ]"
1060901,"[ 137.68721,35.05129 ]"
1060901,"[ 139.78855,35.54825 ]"
1060950,"[ 139.78855,35.54825 ]"
1060950,"[ 139.37626,35.57977 ]"
1060950,"[ 137.50088,35.53126 ]"
1060950,"[ 135.13702,35.48069 ]"
1060950,"[ 133.85479,35.51422 ]"
1060950,"[ 133.09391,35.53112 ]"
1060950,"[ 132.69324,35.58102 ]"
1060950,"[ 130.72361,35.82389 ]"
1060950,"[ 129.47433,35.97747 ]"
1060950,"[ 128.83778,36.34472 ]"
1060950,"[ 128.32539,36.63203 ]"
1060950,"[ 128.16444,36.72972 ]"
1060950,"[ 127.96444,36.83611 ]"
1060950,"[ 127.64111,37.01111 ]"
1060950,"[ 127.44111,37.12611 ]"
1060950,"[ 126.99139,37.21333 ]"
1060950,"[ 126.47694,37.21111 ]"
1060950,"[ 125.79972,37.20500 ]"
1060950,"[ 124.41472,37.18000 ]"
1060950,"[ 124.00000,37.16667 ]"
1060950,"[ 123.36667,36.85000 ]"
1060950,"[ 120.73333,35.53333 ]"
1060950,"[ 120.24000,35.96167 ]"
1060950,"[ 120.00000,36.00000 ]"
1060950,"[ 117.21667,36.83000 ]"
1060950,"[ 115.40667,36.46333 ]"
1060950,"[ 114.91667,36.36333 ]"
1060950,"[ 110.00000,35.00000 ]"
1060950,"[ 108.85333,34.22167 ]"
1060950,"[ 108.31167,33.31833 ]"
1060950,"[ 106.71000,32.32833 ]"
1060950,"[ 104.39333,30.87167 ]"
1060950,"[ 103.68667,30.64833 ]"
1060950,"[ 102.95833,30.69833 ]"
1060950,"[ 101.90333,30.78500 ]"
1060950,"[ 100.00000,30.93167 ]"
1060950,"[ 97.17667,31.15167 ]"
1060950,"[ 93.07500,30.00333 ]"
1060950,"[ 91.00167,29.30167 ]"
1060950,"[ 90.00000,28.00000 ]"
1060950,"[ 89.42461,27.40319 ]"
1061079,"[ 139.78855,35.54825 ]"
1061079,"[ 137.68721,35.05129 ]"
1061079,"[ 136.93033,34.94699 ]"
1061079,"[ 136.18125,34.58781 ]"
1061079,"[ 135.44833,34.49195 ]"
1061079,"[ 134.87303,34.38135 ]"
1061079,"[ 134.50730,34.30956 ]"
1061079,"[ 134.02259,34.21250 ]"
1061079,"[ 131.70325,33.22034 ]"
1061079,"[ 128.83144,32.67077 ]"
1061079,"[ 127.03966,32.28002 ]"
1061079,"[ 126.65472,32.19500 ]"
1061079,"[ 126.05806,32.06500 ]"
1061079,"[ 124.99833,31.83333 ]"
1061079,"[ 124.00000,31.61000 ]"
1061079,"[ 123.50000,31.50000 ]"
1061079,"[ 122.77500,31.36167 ]"
1061079,"[ 121.33632,31.19787 ]"
1061137,"[ 100.74751,13.68046 ]"
1061137,"[ 100.59619,13.89356 ]"
1061137,"[ 102.13981,14.91732 ]"
1061137,"[ 103.77207,16.11683 ]"
1061137,"[ 104.76556,16.56167 ]"
1061137,"[ 106.08333,17.36667 ]"
1061137,"[ 106.64528,17.71194 ]"
1061137,"[ 107.23306,18.07000 ]"
1061137,"[ 107.68139,18.34111 ]"
1061137,"[ 110.49500,20.50500 ]"
1061137,"[ 111.50000,20.84333 ]"
1061137,"[ 114.03006,22.21954 ]"
1061137,"[ 115.82333,22.28833 ]"
1061137,"[ 116.16833,22.71833 ]"
1061137,"[ 116.77000,23.44000 ]"
1061137,"[ 117.13667,23.76500 ]"
1061137,"[ 118.01667,24.56667 ]"
1061137,"[ 119.38333,25.74000 ]"
1061137,"[ 120.00000,26.00000 ]"
1061137,"[ 120.23444,26.14389 ]"
1061137,"[ 120.69639,26.11639 ]"
1061137,"[ 121.46389,26.06722 ]"
1061137,"[ 122.25853,26.13825 ]"
1061137,"[ 123.00000,26.33167 ]"
1061137,"[ 124.00000,27.09167 ]"
1061137,"[ 124.99827,27.39776 ]"
1061137,"[ 127.96575,29.52701 ]"
1061137,"[ 129.91583,30.84467 ]"
1061137,"[ 132.39624,32.12519 ]"
1061137,"[ 133.40956,32.65369 ]"
1061137,"[ 134.23425,33.06203 ]"
1061137,"[ 134.99722,33.24878 ]"
1061137,"[ 135.44150,33.36450 ]"
1061137,"[ 135.79450,33.44775 ]"
1061137,"[ 136.70648,33.68941 ]"
1061137,"[ 137.92017,33.99861 ]"
1061137,"[ 138.37891,34.22225 ]"
1061137,"[ 139.78855,35.54825 ]"
1061187,"[ 121.33632,31.19787 ]"
1061187,"[ 122.77500,31.36167 ]"
1061187,"[ 123.50000,31.50000 ]"
1061187,"[ 124.00000,31.61000 ]"
1061187,"[ 124.99833,31.83333 ]"
1061187,"[ 126.05806,32.06500 ]"
1061187,"[ 126.65472,32.19500 ]"
1061187,"[ 127.03966,32.28002 ]"
1061187,"[ 128.83144,32.67077 ]"
1061187,"[ 131.70325,33.22034 ]"
1061187,"[ 134.02259,34.21250 ]"
1061187,"[ 134.50730,34.30956 ]"
1061187,"[ 134.87303,34.38135 ]"
1061187,"[ 135.44833,34.49195 ]"
1061187,"[ 136.18125,34.58781 ]"
1061187,"[ 136.93033,34.94699 ]"
1061187,"[ 137.68721,35.05129 ]"
1061187,"[ 139.78855,35.54825 ]"
1061896,"[ 139.78855,35.54825 ]"
1061896,"[ 137.68721,35.05129 ]"
1061896,"[ 136.93033,34.94699 ]"
1061896,"[ 136.18125,34.58781 ]"
1061896,"[ 135.44833,34.49195 ]"
1061896,"[ 134.87303,34.38135 ]"
1061896,"[ 134.50730,34.30956 ]"
1061896,"[ 134.02259,34.21250 ]"
1061896,"[ 131.70325,33.22034 ]"
1061896,"[ 128.83144,32.67077 ]"
1061896,"[ 127.03966,32.28002 ]"
1061896,"[ 126.65472,32.19500 ]"
1061896,"[ 126.05806,32.06500 ]"
1061896,"[ 124.99833,31.83333 ]"
1061896,"[ 124.00000,31.61000 ]"
1061896,"[ 123.50000,31.50000 ]"
1061896,"[ 121.80509,31.14343 ]"
1062624,"[ -73.77666,40.63990 ]"
1062624,"[ -74.95694,42.17828 ]"
1062624,"[ -75.23931,42.46636 ]"
1062624,"[ -75.53196,42.77720 ]"
1062624,"[ -75.61560,42.86532 ]"
1062624,"[ -75.68210,42.93515 ]"
1062624,"[ -75.73317,42.98858 ]"
1062624,"[ -75.85589,43.11672 ]"
1062624,"[ -75.94313,43.39262 ]"
1062624,"[ -76.06461,43.95214 ]"
1062624,"[ -75.89696,45.44165 ]"
1062624,"[ -80.60728,51.29147 ]"
1062624,"[ -85.00000,55.22222 ]"
1062624,"[ -90.00000,58.78000 ]"
1062624,"[ -94.06889,61.09917 ]"
1062624,"[ -100.00000,63.00000 ]"
1062624,"[ -110.00000,65.15250 ]"
1062624,"[ -125.00000,68.09111 ]"
1062624,"[ -133.54825,68.30806 ]"
1062624,"[ -141.00254,69.16969 ]"
1062624,"[ -143.64390,70.13066 ]"
1062624,"[ -148.41619,70.22267 ]"
1062624,"[ -148.41617,70.19919 ]"
1062624,"[ -162.53994,66.88569 ]"
1062624,"[ -168.97306,66.62000 ]"
1062624,"[ -170.32500,66.50167 ]"
1062624,"[ -172.50667,66.31000 ]"
1062624,"[ -179.28000,65.51639 ]"
1062624,"[ 177.74148,64.73495 ]"
1062624,"[ 173.61111,63.45167 ]"
1062624,"[ 171.59333,62.73500 ]"
1062624,"[ 166.01361,60.36583 ]"
1062624,"[ 164.59389,58.72250 ]"
1062624,"[ 163.72333,57.62583 ]"
1062624,"[ 162.68500,56.22333 ]"
1062624,"[ 161.27500,55.27500 ]"
1062624,"[ 159.80361,54.21333 ]"
1062624,"[ 158.76222,53.81583 ]"
1062624,"[ 157.53611,53.32583 ]"
1062624,"[ 156.26750,52.81639 ]"
1062624,"[ 155.91000,52.63333 ]"
1062624,"[ 150.00167,49.19333 ]"
1062624,"[ 146.75806,46.93333 ]"
1062624,"[ 144.28333,44.99167 ]"
1062624,"[ 143.39508,44.30528 ]"
1062624,"[ 143.07412,44.08623 ]"
1062624,"[ 142.97301,44.01910 ]"
1062624,"[ 142.45686,43.66728 ]"
1062624,"[ 142.28359,43.45111 ]"
1062624,"[ 142.03447,43.13903 ]"
1062624,"[ 141.68617,42.69990 ]"
1062624,"[ 141.52559,42.12874 ]"
1062624,"[ 141.47091,41.93293 ]"
1062624,"[ 141.15736,40.80891 ]"
1062624,"[ 140.87292,39.83271 ]"
1062624,"[ 140.45605,38.34573 ]"
1062624,"[ 140.03580,36.78267 ]"
1062624,"[ 139.78855,35.54825 ]"
1063001,"[ 113.91461,22.30899 ]"
1063001,"[ 115.82333,22.28833 ]"
1063001,"[ 117.50000,22.33333 ]"
1063001,"[ 118.54172,22.95506 ]"
1063001,"[ 119.63728,23.59544 ]"
1063001,"[ 120.09417,24.00250 ]"
1063001,"[ 120.78333,24.64000 ]"
1063001,"[ 121.52222,25.17694 ]"
1063001,"[ 122.20778,25.41917 ]"
1063001,"[ 122.48056,25.50750 ]"
1063001,"[ 123.00000,25.90556 ]"
1063001,"[ 124.00000,26.65861 ]"
1063001,"[ 124.99827,27.39776 ]"
1063001,"[ 127.96575,29.52701 ]"
1063001,"[ 129.91583,30.84467 ]"
1063001,"[ 132.39624,32.12519 ]"
1063001,"[ 133.40956,32.65369 ]"
1063001,"[ 134.23425,33.06203 ]"
1063001,"[ 134.99722,33.24878 ]"
1063001,"[ 135.44150,33.36450 ]"
1063001,"[ 135.79450,33.44775 ]"
1063001,"[ 136.70648,33.68941 ]"
1063001,"[ 137.92017,33.99861 ]"
1063001,"[ 138.37891,34.22225 ]"
1063001,"[ 139.78855,35.54825 ]"
1064156,"[ 139.78855,35.54825 ]"
1064156,"[ 139.81758,35.60398 ]"
1064156,"[ 139.52794,35.67155 ]"
1064156,"[ 127.96575,29.52701 ]"
1064156,"[ 117.50000,22.33333 ]"
1064156,"[ 113.91461,22.30899 ]"
1064336,"[ 139.78855,35.54825 ]"
1064336,"[ 140.03580,36.78267 ]"
1064336,"[ 140.45605,38.34573 ]"
1064336,"[ 140.87292,39.83271 ]"
1064336,"[ 141.15736,40.80891 ]"
1064336,"[ 141.47091,41.93293 ]"
1064336,"[ 141.52559,42.12874 ]"
1064336,"[ 141.68617,42.69990 ]"
1064336,"[ 142.03447,43.13903 ]"
1064336,"[ 142.45686,43.66728 ]"
1064336,"[ 142.97301,44.01910 ]"
1064336,"[ 143.07412,44.08623 ]"
1064336,"[ 143.39508,44.30528 ]"
1064336,"[ 144.28333,44.99167 ]"
1064336,"[ 146.75806,46.93333 ]"
1064336,"[ 150.00167,49.19333 ]"
1064336,"[ 155.91000,52.63333 ]"
1064336,"[ 156.26750,52.81639 ]"
1064336,"[ 157.53611,53.32583 ]"
1064336,"[ 158.76222,53.81583 ]"
1064336,"[ 159.80361,54.21333 ]"
1064336,"[ 162.94194,55.33333 ]"
1064336,"[ 179.41833,59.75000 ]"
1064336,"[ -177.89333,60.19333 ]"
1064336,"[ -174.50000,61.58727 ]"
1064336,"[ -167.00000,64.02418 ]"
1064336,"[ -165.25317,64.48511 ]"
1064336,"[ -156.77714,64.73814 ]"
1064336,"[ -155.99958,64.74145 ]"
1064336,"[ -154.32090,64.73460 ]"
1064336,"[ -152.70523,64.71006 ]"
1064336,"[ -149.07286,64.59000 ]"
1064336,"[ -141.00000,64.58333 ]"
1064336,"[ -135.00000,64.36111 ]"
1064336,"[ -123.36219,63.18397 ]"
1064336,"[ -111.96936,60.02008 ]"
1064336,"[ -109.01833,59.03667 ]"
1064336,"[ -104.09333,57.09333 ]"
1064336,"[ -102.43500,56.34333 ]"
1064336,"[ -97.84019,53.97233 ]"
1064336,"[ -93.78492,51.06103 ]"
1064336,"[ -91.89781,50.11828 ]"
1064336,"[ -89.43731,48.25378 ]"
1064336,"[ -89.22756,48.01957 ]"
1064336,"[ -88.73338,47.45758 ]"
1064336,"[ -88.48539,47.17025 ]"
1064336,"[ -88.20294,46.96300 ]"
1064336,"[ -87.39742,46.35892 ]"
1064336,"[ -87.08961,45.72264 ]"
1064336,"[ -85.55002,44.66791 ]"
1064336,"[ -84.53038,43.72136 ]"
1064336,"[ -83.74697,42.96678 ]"
1064336,"[ -83.53278,42.70086 ]"
1064336,"[ -83.24182,42.51537 ]"
1064336,"[ -83.19394,42.45931 ]"
1064336,"[ -82.82894,42.24972 ]"
1064336,"[ -82.47517,42.06476 ]"
1064336,"[ -82.26833,41.95417 ]"
1064336,"[ -82.21167,41.92500 ]"
1064336,"[ -82.05083,41.83972 ]"
1064336,"[ -81.20153,41.10789 ]"
1064336,"[ -80.29019,40.13648 ]"
1064339,"[ 139.78855,35.54825 ]"
1064339,"[ 140.03580,36.78267 ]"
1064339,"[ 140.45605,38.34573 ]"
1064339,"[ 140.87292,39.83271 ]"
1064339,"[ 141.15736,40.80891 ]"
1064339,"[ 141.47091,41.93293 ]"
1064339,"[ 141.52559,42.12874 ]"
1064339,"[ 141.68617,42.69990 ]"
1064339,"[ 142.03447,43.13903 ]"
1064339,"[ 142.28359,43.45111 ]"
1064339,"[ 142.45686,43.66728 ]"
1064339,"[ 142.97301,44.01910 ]"
1064339,"[ 143.07412,44.08623 ]"
1064339,"[ 143.39508,44.30528 ]"
1064339,"[ 144.28333,44.99167 ]"
1064339,"[ 146.75806,46.93333 ]"
1064339,"[ 150.00167,49.19333 ]"
1064339,"[ 155.91000,52.63333 ]"
1064339,"[ 156.26750,52.81639 ]"
1064339,"[ 157.53611,53.32583 ]"
1064339,"[ 158.76222,53.81583 ]"
1064339,"[ 159.80361,54.21333 ]"
1064339,"[ 161.27833,55.27500 ]"
1064339,"[ 162.68500,56.22333 ]"
1064339,"[ 163.72333,57.62583 ]"
1064339,"[ 164.59389,58.72250 ]"
1064339,"[ 166.01361,60.36583 ]"
1064339,"[ 171.59333,62.73500 ]"
1064339,"[ 173.61111,63.45167 ]"
1064339,"[ 177.74148,64.73495 ]"
1064339,"[ -179.28000,65.51639 ]"
1064339,"[ -172.50667,66.31000 ]"
1064339,"[ -170.32500,66.50167 ]"
1064339,"[ -168.97306,66.62000 ]"
1064339,"[ -162.53994,66.88569 ]"
1064339,"[ -162.03849,66.91618 ]"
1064339,"[ -161.53584,66.94508 ]"
1064339,"[ -157.85800,67.10675 ]"
1064339,"[ -151.56372,66.89319 ]"
1064339,"[ -145.21275,66.58003 ]"
1064339,"[ -145.27667,66.57427 ]"
1064339,"[ -141.00000,66.83667 ]"
1064339,"[ -135.00000,67.00250 ]"
1064339,"[ -125.00000,66.77472 ]"
1064339,"[ -116.72611,64.31556 ]"
1064339,"[ -110.00000,61.51500 ]"
1064339,"[ -105.83164,59.25511 ]"
1064339,"[ -102.37167,57.90667 ]"
1064339,"[ -97.82519,55.81100 ]"
1064339,"[ -90.00000,52.13889 ]"
1064339,"[ -86.63144,50.17908 ]"
1064339,"[ -80.79822,46.62914 ]"
1064339,"[ -80.57597,46.19006 ]"
1064339,"[ -79.79322,44.58181 ]"
1064339,"[ -79.63153,43.65822 ]"
1064339,"[ -79.41644,43.38278 ]"
1064339,"[ -79.35478,43.30278 ]"
1064339,"[ -79.32861,43.03917 ]"
1064339,"[ -79.32061,42.96366 ]"
1064339,"[ -79.30777,42.83222 ]"
1064339,"[ -79.27408,42.49056 ]"
1064339,"[ -79.12131,42.18861 ]"
1064339,"[ -78.81807,41.94654 ]"
1064339,"[ -78.61933,41.78639 ]"
1064339,"[ -78.44679,41.58087 ]"
1064339,"[ -78.14275,41.21494 ]"
1064339,"[ -77.99272,40.91625 ]"
1064339,"[ -77.80391,40.65684 ]"
1064339,"[ -76.66682,39.17601 ]"
1064609,"[ -73.87261,40.77724 ]"
1064609,"[ -74.95694,42.17828 ]"
1064609,"[ -75.23931,42.46636 ]"
1064609,"[ -75.53196,42.77720 ]"
1064609,"[ -75.61560,42.86532 ]"
1064609,"[ -75.68210,42.93515 ]"
1064609,"[ -75.73317,42.98858 ]"
1064609,"[ -75.85589,43.11672 ]"
1064609,"[ -75.94313,43.39262 ]"
1064609,"[ -76.06461,43.95214 ]"
1064609,"[ -75.89696,45.44165 ]"
1064609,"[ -80.60728,51.29147 ]"
1064609,"[ -85.00000,55.22222 ]"
1064609,"[ -90.00000,58.78000 ]"
1064609,"[ -94.06889,61.09917 ]"
1064609,"[ -100.00000,63.00000 ]"
1064609,"[ -110.00000,65.15250 ]"
1064609,"[ -125.00000,68.09111 ]"
1064609,"[ -133.54825,68.30806 ]"
1064609,"[ -141.00254,69.16969 ]"
1064609,"[ -143.64390,70.13066 ]"
1064609,"[ -148.41619,70.22267 ]"
1064609,"[ -148.41617,70.19919 ]"
1064609,"[ -162.53994,66.88569 ]"
1064609,"[ -168.97306,66.62000 ]"
1064609,"[ -170.32500,66.50167 ]"
1064609,"[ -172.50667,66.31000 ]"
1064609,"[ -179.28000,65.51639 ]"
1064609,"[ 177.74148,64.73495 ]"
1064609,"[ 173.61111,63.45167 ]"
1064609,"[ 171.59333,62.73500 ]"
1064609,"[ 171.30000,62.81167 ]"
1064609,"[ 166.10000,62.41667 ]"
1064609,"[ 164.71500,62.29333 ]"
1064609,"[ 160.54667,61.83500 ]"
1064609,"[ 156.73722,59.22194 ]"
1064609,"[ 156.30500,58.90500 ]"
1064609,"[ 154.57861,57.50028 ]"
1064609,"[ 150.00000,53.03500 ]"
1064609,"[ 149.21500,52.14500 ]"
1064609,"[ 145.13472,46.77167 ]"
1064609,"[ 143.68000,45.19833 ]"
1064609,"[ 142.45686,43.66728 ]"
1064609,"[ 142.28359,43.45111 ]"
1064609,"[ 142.03447,43.13903 ]"
1064609,"[ 141.68617,42.69990 ]"
1064609,"[ 141.52559,42.12874 ]"
1064609,"[ 141.47091,41.93293 ]"
1064609,"[ 141.15736,40.80891 ]"
1064609,"[ 140.87292,39.83271 ]"
1064609,"[ 140.45605,38.34573 ]"
1064609,"[ 140.03580,36.78267 ]"
1064609,"[ 139.78855,35.54825 ]"
106487,"[ 139.78855,35.54825 ]"
106487,"[ 141.72167,35.58174 ]"
106487,"[ 143.81145,35.24007 ]"
106487,"[ 145.99627,35.32179 ]"
106487,"[ 150.00000,36.00000 ]"
106487,"[ 160.00000,38.00000 ]"
106487,"[ 160.00000,39.00000 ]"
106487,"[ 170.00000,40.00000 ]"
106487,"[ -180.00000,41.00000 ]"
106487,"[ -170.00000,41.00000 ]"
106487,"[ -160.00000,41.00000 ]"
106487,"[ -150.00000,41.00000 ]"
106487,"[ -140.00000,41.00000 ]"
106487,"[ -130.00000,40.00000 ]"
106487,"[ -128.00000,40.07917 ]"
106487,"[ -127.00000,39.06361 ]"
106487,"[ -125.83452,37.83325 ]"
106487,"[ -122.22358,37.72592 ]"
106487,"[ -119.97861,35.64697 ]"
106487,"[ -119.64145,35.25590 ]"
106487,"[ -118.40892,33.94313 ]"
10649,"[ -0.62094,52.07332 ]"
10649,"[ 0.59111,53.22778 ]"
10649,"[ 2.49222,54.90500 ]"
10649,"[ 5.17500,57.00000 ]"
10649,"[ 6.68682,58.07157 ]"
10649,"[ 9.14421,59.58712 ]"
10649,"[ 11.37833,60.71333 ]"
10649,"[ 14.32611,62.04542 ]"
10649,"[ 18.80272,64.49817 ]"
10649,"[ 21.99869,65.60951 ]"
10649,"[ 27.06861,67.07972 ]"
10649,"[ 66.90833,71.21667 ]"
10649,"[ 72.05000,71.23333 ]"
10649,"[ 87.61417,69.85083 ]"
10649,"[ 98.28333,68.16667 ]"
10649,"[ 114.12167,62.56167 ]"
10649,"[ 117.06667,61.03333 ]"
10649,"[ 124.78333,55.28333 ]"
10649,"[ 127.21667,53.73333 ]"
10649,"[ 128.93333,51.66667 ]"
10649,"[ 138.65768,37.39844 ]"
10649,"[ 139.77711,35.56747 ]"
10649,"[ 139.77712,35.56747 ]"
10653,"[ -122.38220,37.60898 ]"
10653,"[ -124.00000,38.50000 ]"
10653,"[ 139.77711,35.56747 ]"
10653,"[ 139.77712,35.56747 ]"
1066787,"[ 101.70295,56.37016 ]"
1066787,"[ 103.18000,55.70500 ]"
1066787,"[ 104.49167,55.10833 ]"
1066787,"[ 105.15000,54.80000 ]"
1066787,"[ 109.95694,53.13722 ]"
1066787,"[ 110.54833,52.90833 ]"
1066787,"[ 111.53361,52.51722 ]"
1066787,"[ 113.30166,52.02758 ]"
1066787,"[ 114.53389,51.10056 ]"
1066787,"[ 117.33333,49.64667 ]"
1066787,"[ 117.37833,49.62667 ]"
1066787,"[ 117.45000,49.58333 ]"
1066787,"[ 118.10000,49.26667 ]"
1066787,"[ 119.82333,49.20167 ]"
1066787,"[ 122.77167,47.80000 ]"
1066787,"[ 123.92167,47.24167 ]"
1066787,"[ 126.26000,45.62333 ]"
1066787,"[ 128.85000,43.92333 ]"
1066787,"[ 129.02000,43.80833 ]"
1066787,"[ 129.78333,43.29500 ]"
1066787,"[ 131.19667,43.23333 ]"
1066787,"[ 131.45083,43.21528 ]"
1066787,"[ 132.14738,43.38392 ]"
1066787,"[ 132.88778,43.39194 ]"
1066787,"[ 133.35111,43.40028 ]"
1066787,"[ 133.88444,43.40028 ]"
1066787,"[ 134.68333,43.04000 ]"
1066787,"[ 135.45667,42.68333 ]"
1066787,"[ 136.78333,41.65000 ]"
1066787,"[ 137.44178,40.00268 ]"
1066787,"[ 137.74679,39.23611 ]"
1066787,"[ 138.57069,38.46923 ]"
1066787,"[ 138.94203,38.12100 ]"
1066787,"[ 139.11489,37.95829 ]"
1066787,"[ 139.20634,37.71875 ]"
1066787,"[ 139.69898,36.39121 ]"
1066787,"[ 139.78855,35.54825 ]"
1066788,"[ 101.70295,56.37016 ]"
1066788,"[ 103.18000,55.70500 ]"
1066788,"[ 104.49167,55.10833 ]"
1066788,"[ 105.15000,54.80000 ]"
1066788,"[ 109.95694,53.13722 ]"
1066788,"[ 110.54833,52.90833 ]"
1066788,"[ 111.53361,52.51722 ]"
1066788,"[ 113.30166,52.02758 ]"
1066788,"[ 114.53389,51.10056 ]"
1066788,"[ 117.33333,49.64667 ]"
1066788,"[ 117.37833,49.62667 ]"
1066788,"[ 117.45000,49.58333 ]"
1066788,"[ 118.10000,49.26667 ]"
1066788,"[ 119.82333,49.20167 ]"
1066788,"[ 122.77167,47.80000 ]"
1066788,"[ 123.92167,47.24167 ]"
1066788,"[ 126.26000,45.62333 ]"
1066788,"[ 128.85000,43.92333 ]"
1066788,"[ 129.02000,43.80833 ]"
1066788,"[ 129.78333,43.29500 ]"
1066788,"[ 131.19667,43.23333 ]"
1066788,"[ 131.45083,43.21528 ]"
1066788,"[ 132.14738,43.38392 ]"
1066788,"[ 132.88778,43.39194 ]"
1066788,"[ 133.35111,43.40028 ]"
1066788,"[ 133.88444,43.40028 ]"
1066788,"[ 134.68333,43.04000 ]"
1066788,"[ 135.45667,42.68333 ]"
1066788,"[ 136.78333,41.65000 ]"
1066788,"[ 137.44178,40.00268 ]"
1066788,"[ 137.74679,39.23611 ]"
1066788,"[ 138.57069,38.46923 ]"
1066788,"[ 138.94203,38.12100 ]"
1066788,"[ 139.11489,37.95829 ]"
1066788,"[ 139.20634,37.71875 ]"
1066788,"[ 139.69898,36.39121 ]"
1066788,"[ 139.78855,35.54825 ]"
1067109,"[ 139.78855,35.54825 ]"
1067109,"[ 139.69898,36.39121 ]"
1067109,"[ 139.20634,37.71875 ]"
1067109,"[ 139.11489,37.95829 ]"
1067109,"[ 138.94203,38.12100 ]"
1067109,"[ 138.57069,38.46923 ]"
1067109,"[ 137.74679,39.23611 ]"
1067109,"[ 137.44178,40.00268 ]"
1067109,"[ 136.78333,41.65000 ]"
1067109,"[ 135.45667,42.68333 ]"
1067109,"[ 134.68333,43.04000 ]"
1067109,"[ 133.88444,43.40028 ]"
1067109,"[ 133.35111,43.40028 ]"
1067109,"[ 132.88778,43.39194 ]"
1067109,"[ 132.14738,43.38392 ]"
1067109,"[ 131.45083,43.21528 ]"
1067109,"[ 131.19667,43.23333 ]"
1067109,"[ 129.78333,43.29500 ]"
1067109,"[ 129.02000,43.80833 ]"
1067109,"[ 128.85000,43.92333 ]"
1067109,"[ 126.26000,45.62333 ]"
1067109,"[ 123.92167,47.24167 ]"
1067109,"[ 122.77167,47.80000 ]"
1067109,"[ 120.00000,50.00000 ]"
1067109,"[ 120.00000,51.00000 ]"
1067109,"[ 120.00000,52.00000 ]"
1067109,"[ 119.16000,52.77000 ]"
1067109,"[ 119.76583,53.72556 ]"
1067109,"[ 119.24917,54.90556 ]"
1067109,"[ 118.94750,55.55889 ]"
1067109,"[ 118.11889,55.77056 ]"
1067109,"[ 117.83556,55.84222 ]"
1067109,"[ 115.68556,56.35556 ]"
1067109,"[ 111.57889,57.19389 ]"
1067109,"[ 108.05522,57.77020 ]"
1067109,"[ 103.86000,58.99389 ]"
